Timestamp (ms),ch0_1Hz,ch0_2Hz,ch0_3Hz,ch0_4Hz,ch0_5Hz,ch0_6Hz,ch0_7Hz,ch0_8Hz,ch0_9Hz,ch0_10Hz,ch0_11Hz,ch0_12Hz,ch0_13Hz,ch0_14Hz,ch0_15Hz,ch0_16Hz,ch0_17Hz,ch0_18Hz,ch0_19Hz,ch0_20Hz,ch0_21Hz,ch0_22Hz,ch0_23Hz,ch0_24Hz,ch0_25Hz,ch0_26Hz,ch0_27Hz,ch0_28Hz,ch0_29Hz,ch0_30Hz,ch1_1Hz,ch1_2Hz,ch1_3Hz,ch1_4Hz,ch1_5Hz,ch1_6Hz,ch1_7Hz,ch1_8Hz,ch1_9Hz,ch1_10Hz,ch1_11Hz,ch1_12Hz,ch1_13Hz,ch1_14Hz,ch1_15Hz,ch1_16Hz,ch1_17Hz,ch1_18Hz,ch1_19Hz,ch1_20Hz,ch1_21Hz,ch1_22Hz,ch1_23Hz,ch1_24Hz,ch1_25Hz,ch1_26Hz,ch1_27Hz,ch1_28Hz,ch1_29Hz,ch1_30Hz,ch2_1Hz,ch2_2Hz,ch2_3Hz,ch2_4Hz,ch2_5Hz,ch2_6Hz,ch2_7Hz,ch2_8Hz,ch2_9Hz,ch2_10Hz,ch2_11Hz,ch2_12Hz,ch2_13Hz,ch2_14Hz,ch2_15Hz,ch2_16Hz,ch2_17Hz,ch2_18Hz,ch2_19Hz,ch2_20Hz,ch2_21Hz,ch2_22Hz,ch2_23Hz,ch2_24Hz,ch2_25Hz,ch2_26Hz,ch2_27Hz,ch2_28Hz,ch2_29Hz,ch2_30Hz,ch3_1Hz,ch3_2Hz,ch3_3Hz,ch3_4Hz,ch3_5Hz,ch3_6Hz,ch3_7Hz,ch3_8Hz,ch3_9Hz,ch3_10Hz,ch3_11Hz,ch3_12Hz,ch3_13Hz,ch3_14Hz,ch3_15Hz,ch3_16Hz,ch3_17Hz,ch3_18Hz,ch3_19Hz,ch3_20Hz,ch3_21Hz,ch3_22Hz,ch3_23Hz,ch3_24Hz,ch3_25Hz,ch3_26Hz,ch3_27Hz,ch3_28Hz,ch3_29Hz,ch3_30Hz,chAux_1Hz,chAux_2Hz,chAux_3Hz,chAux_4Hz,chAux_5Hz,chAux_6Hz,chAux_7Hz,chAux_8Hz,chAux_9Hz,chAux_10Hz,chAux_11Hz,chAux_12Hz,chAux_13Hz,chAux_14Hz,chAux_15Hz,chAux_16Hz,chAux_17Hz,chAux_18Hz,chAux_19Hz,chAux_20Hz,chAux_21Hz,chAux_22Hz,chAux_23Hz,chAux_24Hz,chAux_25Hz,chAux_26Hz,chAux_27Hz,chAux_28Hz,chAux_29Hz,chAux_30Hz,f_1Hz,f_2Hz,f_3Hz,f_4Hz,f_5Hz,f_6Hz,f_7Hz,f_8Hz,f_9Hz,f_10Hz,f_11Hz,f_12Hz,f_13Hz,f_14Hz,f_15Hz,f_16Hz,f_17Hz,f_18Hz,f_19Hz,f_20Hz,f_21Hz,f_22Hz,f_23Hz,f_24Hz,f_25Hz,f_26Hz,f_27Hz,f_28Hz,f_29Hz,f_30Hz,info
1697314384516,23.463664988904245,27.9831167171942,76.66429070737972,58.17828396347745,56.1414422607438,22.732156518526374,22.40370821846835,23.56781799764474,5.363706216910242,13.124983889423447,15.492572675847079,21.093865097937744,37.67310007611356,43.141636375002584,39.61939378222657,41.32157932120038,65.35742720934222,59.11776823732337,35.08799998026271,49.89246663043522,50.82887199926605,18.547364374747175,11.686018538053096,21.634867190315976,12.396321632644792,9.299987809898846,9.592214676699555,4.187691452436891,2.971440469264832,2.702509258847544,0.7975975120059082,41.50007342723237,54.423520927355426,52.9066354093947,22.567441102689326,24.9577054315451,9.380333417134509,17.292906539787666,13.996868853718832,22.042395148274807,6.212358490919185,22.036554230078117,37.0684083547947,25.225843181087384,15.126683009379805,22.79919574229568,17.71774296313997,17.61109764387622,9.825746217283244,17.38417234976072,31.2256328727951,11.56787066986225,6.332787603868955,14.159493925698243,12.541770609110163,8.110886052255438,3.355925481793813,1.4947981277796045,5.273588292105536,4.2389718212082705,6.60809088549904,35.81607928005461,42.19741433921005,41.922505636414265,12.163943100743658,29.492376007793432,16.755243687107836,33.88903596807911,24.95518927381106,22.251568897473422,9.39812542213624,18.229991971348092,17.20345771316716,12.971857903627757,12.154863866427382,35.93802749200656,69.14166625757844,28.19206293323473,8.262499704504991,14.203340253943157,104.92609250210838,33.61193729848073,21.07145405716109,30.304433134170434,6.271627182482011,10.107713757305893,5.945349532237859,3.299858567967157,5.993710245001471,2.064607066133089,17.605008345679238,45.20992818823706,14.657855354478308,9.113379034016333,43.22080662963321,43.83154228891161,11.851591690279658,39.80785893416887,28.139855447809744,20.451886807208062,25.950921839960515,11.37450348924448,28.970114792189506,44.09977966775556,35.972291492236614,23.012772348785212,50.85105927980633,52.250383430732896,27.236856240990573,35.44416058441158,36.090958197270844,12.241944264250256,12.179032632522466,18.688696893564803,11.67820121317605,7.107569071957892,5.124952109429614,4.639533443659892,4.7338062689697145,3.730493851233726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314384889,33.0195117391025,44.43238768284271,74.26579312393197,35.09955908873559,44.45502596448396,14.579068871968742,30.98773191363597,14.898628869076804,11.427798248222444,8.037140545118712,10.34730400195137,21.67598171243595,5.767459209722891,15.649808277814296,1.7841344857508499,14.719776209262866,14.023189114630403,13.423571289023368,15.344775878117032,15.362095502042528,18.662179123138824,17.584600258881263,18.261843830777636,15.087215914087846,7.741826325616596,5.136676328565048,6.2185992206001215,0.5903506511537048,1.4686173379505643,1.153406843349315,14.868025580771507,30.105057851128638,57.26847867102989,34.517192733934806,25.760973063208247,7.064815952603449,14.57714391457513,7.742335649529882,12.308555833644878,22.57912719856076,14.017001881684816,19.039665769932437,13.621012589329482,12.651551554184223,8.952068969168218,3.1032373972784812,2.729903817525271,5.959426870629924,4.029890497186565,9.240739674066608,12.83399652323328,12.849315008947057,5.597034246835697,11.870171692296879,4.732011246539174,4.998401147358974,4.472231240801481,1.9271546617770576,2.4958775714227217,1.31941133779151,22.30192983397565,44.724073675292146,35.56252144164643,44.113994856280634,15.74901630233434,48.117455577912764,10.79512941975806,18.56262996523145,42.24127273342487,20.050773554492,2.1707754816162654,21.594389116199697,19.106281524262045,14.287348113268134,11.537260455161405,48.71319466637129,51.302910917731026,21.548741315433627,20.673561813929386,29.38994130695791,86.61679720397224,57.80827270928335,18.385304650377954,40.54161781599755,17.585363870383077,6.1821708536179045,2.8515536741783674,5.670535111634943,5.973346005214665,4.995244473232689,15.82541592633852,42.059682214063535,17.871445501480185,25.95899398761371,5.480206204581807,12.148340490344744,20.148718465812223,21.813308573304894,12.357584875161827,2.261602113017505,9.175978955109606,19.28499931194637,7.554621075799858,10.643241942412232,14.372967626547618,18.555834095587915,17.77237315947638,15.4414243474792,15.027388374694898,6.514703613175741,10.836752782161426,9.77649225507569,9.840181693253571,11.088776899792201,8.099178940840844,6.7214384567599055,6.327711635641011,4.239923943474231,3.3530497377223307,2.9604854344701015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314385265,16.983795741653598,78.21188679345283,76.26500823686185,9.088219999898989,51.319618164547094,41.12469732677649,31.09240926142554,8.948154969502594,12.85903909966028,17.969528920556677,6.554148190591248,17.53020831792495,19.43136714793836,23.454885919807246,26.79685231754601,34.06654179513249,24.93286189144862,23.81672742681454,27.030170695314713,37.21782381921005,43.693524535294685,38.56238993629283,24.89438980010074,8.101235620955725,4.222352263154566,8.18938738969687,6.0371214660838355,1.0185394065730773,0.30674700000510596,2.395641723450672,27.36281530090625,56.74328876512462,27.875058130088366,33.71284545138604,26.760667529549387,25.602150811706924,21.62015120252278,18.49125214227286,15.794697103766095,5.7582183297064615,14.902724835996066,21.993110113608076,23.956141392536768,14.80290050278014,10.496375513848065,10.547437514876565,9.772479004892267,5.878075694090969,12.148922786201432,17.610826291896377,18.796823222070355,19.391630009676565,10.967459069882917,4.3947964443923455,6.061516334662129,8.230405449686788,7.902400267580268,5.266872934357396,2.972980299606204,0.9811041510999959,8.496439901777208,54.47034773328564,17.16865438542392,11.150579109463626,26.017450969319007,33.82890799080273,26.29386129044655,31.547815594751977,43.56070546741896,16.165140037903182,28.499952075236543,2.07053130753977,24.1946202454443,15.115957529072203,21.71892601779561,20.67857009327137,72.34988547224923,32.92856862340987,5.164969257058853,6.47759628202126,82.03128514820065,51.359068304770766,28.592130725090794,41.45395510925116,2.3928740991767588,17.501183075704894,9.311626885605016,6.622409319129751,5.5845544355116195,3.525393410810243,13.354564034533665,17.630585205029945,56.48479839024845,8.027292348452885,19.350003256849483,14.583806620705463,22.82178418139348,11.928699259086232,15.643132879885748,16.53899506679878,9.266234313094769,13.532884027782524,27.821173241070053,29.419725781491284,30.69058670267786,21.65657044371868,10.2992341881192,27.348078345299093,38.05935993822837,33.604514359546414,34.302274516867875,28.51523845930886,21.80457416424726,10.956620095819197,1.2704959924279549,4.490665140248011,5.996325125753465,6.369311472455057,4.903319646443333,3.849500264119286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314385686,23.875956146112387,41.41525234815959,19.57488149551843,78.60141922186402,45.27476200889735,34.90783600470179,15.044414205443278,13.792906044600759,6.765890642923123,17.034709765836123,15.703831973845793,27.045942463465384,20.190569841275803,27.33040512223506,25.766282690983413,37.8421939674231,43.77502457294419,40.05345806186173,36.0078010339492,28.11010238199556,23.793192984108387,16.11781702848985,13.289895389210539,8.122640501460788,10.927389447814809,4.825652878210056,5.84333216001796,2.9094371590299395,1.528688500795593,5.180798235349019,8.748642490119204,46.45451435881062,45.91768055953913,29.058631023670735,10.645678360640343,27.817899896648154,9.242114055287663,13.883504342300782,6.423386101731453,16.739053971183292,19.896603960365223,17.145947969509177,14.61942723193302,9.457015611246897,10.12437935304145,11.34924806863636,13.997778012579722,12.852269080114048,15.260316285699524,12.233592844942516,4.612038899939906,5.389801620185035,11.155218094793918,6.128957568459727,7.314712521118231,3.6327415191876735,3.4835912991725526,1.9121545486776346,2.8888606347306,2.2204219321259497,18.2585391978894,37.55382005604209,36.01057998418106,33.11616497932465,21.43221499456253,32.96914695554705,22.772249814571296,34.07520337797516,26.911391477907433,38.35674830705965,14.148381804296717,35.813597991383354,19.95436835134338,29.041905672450284,31.673635747928337,36.36039186127096,74.91194201590201,3.7749559894379354,17.411413699499462,18.237275577960222,89.72932684566672,46.320561239938506,15.858948162942452,30.51856526223994,5.868618400687378,11.489708093633503,12.13423586451898,8.475980665621472,5.8013635104017585,9.257080926098181,3.647586407552688,23.3877217152424,13.096682385719408,44.96559923377761,14.037418957179183,21.007701729260095,20.560471176903256,10.400998285569997,6.653116846211294,7.250867371071077,10.561127539113707,19.461819383660877,20.203457471440373,30.83906475423966,34.01029194729706,39.22177672506512,46.67379932408614,41.43412141352625,39.22878367560236,29.488517743260015,21.220759907583805,9.830747280776906,8.828031640824609,6.274507183306824,8.385682072620352,6.360186439019957,4.7095630979543674,6.422310328728649,3.968444138665898,5.869720456919976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314386059,10.856977989618631,24.097107877004998,53.31150347546819,51.19298782748352,45.70022395549515,37.470901667618506,21.97206424810308,8.989615685373174,9.533255287438232,10.714353502324995,20.198627646659258,23.088676055499324,25.11172562569386,22.27528334319684,28.149987209298853,38.43337331972504,41.42945273084389,41.36982815255783,34.377645994264746,30.66238897190456,21.85244636766894,18.417346739599143,10.087936613137899,11.226416834571738,8.48179315092223,7.764939057646614,3.5520686366473515,2.581578813769558,3.0503204987096977,4.363832340977065,6.880291513001934,43.495350745640664,41.6543267811295,32.931743981092566,22.18848472267088,24.009838184357342,4.49394950827627,7.752974388228357,8.287143144148864,17.50526084678785,17.13745908816015,19.602141092300595,15.169719354037877,8.718924732058955,8.385294225369767,13.551304738819974,14.271198218128253,13.339194484014177,14.414646645164359,8.844474122155143,4.720335263700161,11.092660364371005,8.335155575669578,7.727543260641651,5.688131662664231,4.139572119390367,2.538011884294225,2.5598831411604848,2.12516879853344,2.213157735749518,17.99414416983983,42.96556552155535,45.26070011519967,21.37647043537013,9.791185344712131,18.480966981771086,22.31229533832602,26.48195985726533,7.269672267764467,23.57229503673856,41.73081456669772,6.5655292479537675,18.519526371414457,26.49975240246351,29.215540706778516,52.13308946913714,85.283269874861,9.650588322526914,10.892546723855864,30.039866223349982,83.731215187967,37.16155394593419,20.259797228309253,21.119969993727636,15.12577927952531,2.714125287255514,12.37918290987505,1.7161332079137799,5.004614762210757,4.102482797625938,13.537922257629257,15.908275766534258,34.69894318302337,30.442238430911353,13.254880706603734,23.176499445855413,16.436023457666955,10.97776753190433,7.227746702872516,4.480588011072826,15.460934926939842,17.510375503208877,22.805767899385433,26.33571302950186,34.90349700770824,42.985874534817796,44.266163998094335,41.593739906830585,35.664921251956926,32.46469248315148,21.205490770441997,11.395861924342366,7.598347643437061,6.626788940779796,6.6093007163370014,5.727551676272915,6.008201211813761,5.699925025328951,5.252183653547166,4.409249130908181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314386451,13.514409837430536,27.087816150633554,22.137991787659,18.85447411692768,18.3186927333002,8.164526321439048,4.224584633336788,4.016627914641838,10.206286388172456,7.968845327517428,4.126337787146311,4.7204068952735545,4.4959384491767285,2.375055561754573,3.4450188175069587,3.7125576562126246,1.960816431873563,1.27396145398951,2.3142585357000374,0.40942693514582135,3.2467561026419496,3.6186283156931993,3.5470201507119734,0.6592376731534336,3.4262032832372853,1.5451645492327777,0.4423380057686788,0.49873481195718794,1.011762552173713,1.2977332715287395,14.527301094031824,24.14091864633425,5.364331868543346,10.132166422916363,6.33853018155725,8.808113462102401,8.468012285828209,3.572858255360998,3.7559401149078844,3.695428355893581,2.9612932305403636,0.6167893918486874,1.5633704066995835,1.8816580585806237,2.3276362958806214,4.412783788817691,6.1848708538316375,2.2694881552841233,1.3337945678919814,1.0866951906035174,6.580838764691052,3.309309647398235,2.9104878890333716,2.6437355651040995,1.5051864800222372,0.9050427753034429,1.608580902310823,0.6387569965301525,0.9499904219450479,0.8507497623494599,11.751871858210373,54.74986725659749,22.162200927543044,1.508402456319664,13.857410763736427,9.446301843604015,5.024966244442118,26.320412425232863,24.800708519578478,42.731089925124756,24.092379378558757,15.852767428613868,25.22166955934896,17.387575333593187,10.269623929485228,61.58884625649031,56.862783571825055,15.30764388964559,5.302104428836541,19.62616940965602,72.28244848447889,39.628494537507635,28.865836411651703,27.742460283429807,10.509421584914044,8.160414829855073,15.128898237490702,7.614016761137297,8.964254272074454,4.389737337601953,8.086488252750115,17.836787623072134,35.65729203824597,2.8150275002021434,20.747753178188834,9.657502407124987,5.766222618437606,11.585437356177716,6.712462218175676,6.063188532291133,3.022593701579139,1.887253987063098,1.7893881922479729,1.9576138224829214,0.9032203606493011,4.429510159259196,2.068850122203066,0.4762817773411533,2.2886990203771433,2.773733447278434,1.1613458021784056,1.9005807647759287,0.6539907312374389,1.0453380757312474,0.723946601530407,0.5914363874581533,0.4919887704846881,0.4772470679184942,0.40923206064488193,0.28543846240235665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314386869,27.068538513345896,57.233000441398204,35.31963862820189,62.80454324388662,30.79641344729467,19.65093534338498,22.953000151907975,8.515980044232196,12.030538185003328,14.18284541899741,16.4532187792038,20.918604402152138,27.267124758423744,40.4230951180312,43.023821309482955,48.87653063955326,45.089335434721875,35.13474307103981,26.129603707253025,13.871030937407115,13.251401685262964,13.556484784300599,17.982810214188454,17.53222246012184,17.11961334950941,14.584146470746875,10.995929022145178,6.608525670060126,4.504768703900963,5.0056352184921,15.346579019817561,28.115490831045644,14.854533407952593,18.732147219044904,15.209583230288148,14.067432500156889,18.413561058317335,7.775444476463786,2.4072795732755563,2.5408457656523438,6.565997825895129,13.485699098681476,20.09922886748991,24.579400980872236,27.57157200341397,26.534298945918767,31.028708031009483,18.88103555536073,11.906994186266457,7.846801160689144,12.93103405204163,14.687511451808444,10.780405370558428,8.246189670450406,10.23744322826445,10.001501651486215,7.456055663604954,2.9235615066349165,1.0609102446825849,1.3215932209226338,12.588780408304018,15.302332971251552,49.86598382121039,40.17649349500412,16.15379912287943,20.21815240972064,29.080786880007153,25.09575465167143,30.25561218877651,15.006512872237588,1.8649279835927532,21.400565116815603,8.600819105144089,19.82404735479767,26.870746472239713,28.24586695786698,81.15849995136254,27.065179633838678,13.078916325202384,12.77993977635835,76.53179780955215,45.42483740887655,8.004901367500908,35.92598454868499,2.272242448859692,5.71495298610497,7.353160576141473,8.308095048349989,7.898262450420873,3.492492359922197,25.16391806991628,32.1879292732431,25.988713305989453,54.761752764687465,17.34505007896179,11.282956941439101,26.87320429777191,20.53158764876241,11.820769139747497,12.657330783571588,20.176403561411945,26.78542707387827,28.028161713663216,34.932418524804746,41.72410212903323,44.56199251800104,46.66666172108467,33.63323062573732,23.329832976118883,14.412505702885019,12.171521303056501,11.816278990788382,13.662863854729785,9.018036099969674,6.79492678918654,5.931029506076737,5.163976750935798,5.144732443985288,5.151378910509697,5.776611185751709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314387245,13.546059045744991,89.06768680512569,58.42283706149358,48.45069242839545,26.819750888401387,25.778734453377012,24.66313715892824,6.02078507478174,13.835155079957351,2.049179666881601,30.363679074781317,17.452912405620733,25.667002320076037,47.36606674408284,37.81623187080021,53.60383730628349,42.603448797209865,36.06888295086658,27.785559622191016,12.680151144094852,14.236742105676452,13.126691630510097,17.544851187608877,17.641110957878286,17.29467420856671,15.08177386086825,10.085025736286775,7.05072674217579,4.16610650428543,6.131230387025483,10.662633300865577,50.150946512991254,30.231990115680297,20.247776943391635,17.509557300624955,17.935151093453406,21.974570032762312,2.36628696723099,7.827258800722704,4.126046812125451,11.05964273171558,13.190781111248326,16.665526706997316,28.532212342072253,25.499446532668735,28.31635051433431,30.11990097967653,18.028543309859252,12.35828394000963,9.897369486589362,14.483107140444861,10.672472565076337,14.175991542617554,9.270291897292013,8.163904532064944,12.461225614499078,6.484764652814057,3.615035392564454,3.0790832077958554,3.4561559296213376,26.14454435596515,45.86573461020935,21.075715597198954,51.318256977378795,23.68237792072762,22.27187465317086,39.365540744995194,10.540108117497237,15.743409307347816,19.780420668264945,8.19933715654895,24.02577790022486,7.809365378295975,29.483837536802312,23.456903576746072,26.54404161663837,60.432315636347674,26.680512392131664,13.834003633757925,35.106791509972915,85.9170787611378,43.599550300612165,16.55555744716584,37.01289152641285,8.177900440160425,11.276157710531239,8.47146394515167,2.165855692168495,7.470449190785988,4.502824776103004,2.65238675206251,72.68866172189725,75.24000510489181,16.03187054302539,8.787090178013193,5.413784807621343,22.92778394702066,10.174855255019844,23.044746113491357,9.757088541854362,21.079317127116497,27.986930392960296,25.296429917027154,42.302710210884754,36.431819581400404,46.1290972269926,45.99153937509484,34.18761568421267,26.29663837719008,11.46875720669968,14.393607064236955,9.363908784478634,14.535099700286262,8.468758533458258,7.518965687984524,7.815226453850522,1.3061594027525127,5.480986125258127,5.5473903341860105,7.161487841530624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314387619,55.70244656219144,21.069044389352012,125.58318913934755,82.3390187909688,53.358623831815706,28.235516409729236,22.35685954097584,20.64082611913851,22.88570276798486,14.791522757576331,26.363245659951385,40.510244246301106,29.246959166234053,36.090818383765715,60.91621797541148,36.509813676373156,35.75665864110214,72.30128711354033,41.36725106149657,25.33231656150618,48.738367866224735,30.190796970516857,4.883148674239083,24.111678524861933,19.361156585920856,7.800476326196828,12.120516970128596,10.180046904312029,12.549339785697725,9.311363524517368,20.463257658514358,23.935160851743944,59.92205269986779,37.3451780803203,19.7947033759993,23.2177786499012,22.937944301038982,8.145195746575428,18.600127806830542,7.562852191679222,25.113238186664187,32.5923950882777,20.8572983495782,31.708536668416848,31.024340214140295,6.204923282279737,18.754261537949265,16.700604124700227,11.790742183606072,2.2416711336418467,16.61419044207603,13.637023815778338,2.5599134630510183,6.015248104646309,6.654422456073579,4.800049458756971,4.8454616019850905,2.264271060133936,4.226685097022738,3.5232496029915343,11.367980963254139,54.53131473106301,24.65034621392714,56.39083234929838,40.45980060267716,14.987969930047067,38.13838887016989,18.423799085556716,7.15611535888045,13.308343138462865,32.5211435981831,3.1394275481586136,9.77926119621544,18.66241366674176,30.487064854417014,29.971397515039524,57.8980326866418,16.681154902902122,22.70636493973224,18.47577967272436,88.03046209938397,35.975740454111886,15.00024825983135,32.95078463196911,9.23021472099745,5.84943405539791,6.961164608917256,5.256656214859395,3.673682639813888,5.333708699730822,38.74673575610373,29.832528874626195,120.36016613312069,53.17258452967405,61.61021871947314,23.805939837273474,46.88148255031375,30.51997060139643,19.654835652197278,15.23940638061842,18.472916385492876,37.04978447830404,22.329075655952195,41.407079068660856,70.21436693647156,44.58999032587506,37.41720883944274,77.90749087154106,37.040012198154784,36.40130254841283,52.24818009059893,18.854235053620528,17.676383411370747,19.687455226299992,5.928507582329812,9.680534035035317,7.008768303604956,2.988444900721698,11.454477352215852,6.7841405983993495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
1697314388039,16.551179892610296,68.65083265868506,110.43814862254742,74.00985553518443,59.99929017809353,27.7124519361638,12.337078456985791,32.49290134124131,23.75570151637695,10.080793515600693,24.652461543133896,31.601696865505648,36.65311724106415,40.309223751347936,35.94595201616654,44.43317066294512,46.52486165143125,45.509231963139165,42.59830197886692,33.67420247266875,26.446289663332127,24.26910466726256,15.136950596408463,12.14033565411215,7.324671122461487,5.632882144399505,2.3240061962731615,1.9049887887449515,2.415482418976857,5.4893979750744695,17.82542110299494,22.890653508832628,61.53556211090028,38.83395119996397,6.017569027063424,13.88896357951854,10.641635013089783,8.615638318965358,10.754863672992776,16.474198273043317,18.12737570791009,28.166989807994767,29.809394349673337,26.511199696399405,24.64086319569274,14.11290052694924,12.73875192258388,6.850923880426021,4.694055663253837,5.2556699408289385,15.88130823183213,8.119537934883763,7.228588914232702,1.0978339202220804,2.0224139293741628,1.655007319061863,2.1580620583891568,1.7627244272184173,0.8558472291733596,2.0358791180346687,27.59277696348195,25.753727793017724,26.416665980257747,76.67025210831014,29.630451138492926,16.41299645584744,37.839875770395736,10.79130021221957,6.529829581334971,15.243975615758375,25.357468976776534,3.529481062425432,18.038859513440475,3.6981999766267224,21.115643210975467,36.56199797826629,57.42125339394972,19.800246426569796,37.84008498621589,34.88429691800418,85.87311877890656,37.54237480574504,16.655533026858485,30.235022377019643,4.618702262350704,0.5223497140303821,6.89758975297524,3.6054051822097692,2.343521266535116,5.522120797092105,17.00153553050091,52.27155071353424,89.88894223685098,74.52934325061462,49.94160069424139,26.662076138064315,25.955202305767607,43.37848425345711,24.09626326050625,9.581385825674664,13.053422152365659,18.43052762627447,34.30271150255943,45.840903282994674,42.52170942860447,45.85643185845425,48.86253648614622,43.763658245991536,46.01752978042509,38.93370175048116,31.429432815019073,22.86021795714971,18.047440747475175,8.506336152190894,6.135701609570873,5.949264078619283,5.292009135421501,4.135653226721315,4.073843410593184,7.09532854710134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,[object Object]
